place_id,name,business_status,business_address,lat,lng,types,rating,user_ratings_total,keyword,grid_lat,grid_lng
ChIJ-VkyoVFeYIgRuf9fumqkxmw,BP,CLOSED_TEMPORARILY,"902 Dallas Rd, Chattanooga, TN 37405, USA",35.073077999999995,-85.305657,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJDXMYuXphYIgRKMhmDsw4GDA,Benton Oil Terminals Inc,CLOSED_TEMPORARILY,"4227 Cromwell Rd, Chattanooga, TN 37421, USA",35.067766999999996,-85.19971199999999,"gas_station,point_of_interest,establishment",3.8,4,gas_station,,
ChIJEx9JzElnYIgRaq1J2WM58ew,Hira Express,CLOSED_TEMPORARILY,"3410 Brainerd Rd, Chattanooga, TN 37411, USA",35.02626,-85.25238639999999,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJHW-0KRQ-YIgRQ2fyB6jIodA,Kangaroo Express,CLOSED_TEMPORARILY,"400 W Main St, LaFayette, GA 30728, USA",34.702119499999995,-85.28785649999999,"convenience_store,coffee_shop,cafe,gas_station,food_store,point_of_interest,store,food,establishment",3.7,11,"convenience_store,coffee_shop,cafe,gas_station",,
ChIJLejeQqVgYIgRNa291X5ynWk,Faye's Quick Stop & Mart,CLOSED_TEMPORARILY,"910 Dodson Ave, Chattanooga, TN 37406, USA",35.0464049,-85.26311969999999,"convenience_store,gas_station,point_of_interest,food_store,food,store,establishment",2,1,"convenience_store,gas_station",,
ChIJNUQDS9RlYIgRWwRjcWMGI8w,Sunset Market,CLOSED_TEMPORARILY,"141 US-41, Ringgold, GA 30736, USA",34.9837876,-85.1866659,"gas_station,grocery_store,point_of_interest,food_store,food,store,establishment",4,37,"gas_station,grocery_store",,
ChIJVVXxqv53YIgR9vijc8tLDhM,Chevron #386035,CLOSED_TEMPORARILY,"4529 Cleveland Hwy, Cohutta, GA 30710, USA",34.9285423,-84.9451934,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJVYQCVNpgYIgR8bP00oENvU8,Kanku's,CLOSED_TEMPORARILY,"3440 Wilcox Blvd, Chattanooga, TN 37411, USA",35.0471183,-85.23812290000001,"gas_station,convenience_store,food_store,food,point_of_interest,store,establishment",3.8,5,"gas_station,convenience_store",,
ChIJ_dvMM79mYIgRfGzBwGSYRP4,So So Clean,CLOSED_TEMPORARILY,"5924 Brainerd Rd, Chattanooga, TN 37421, USA",35.0158469,-85.2084613,"gas_station,point_of_interest,establishment",3.3,3,gas_station,,
ChIJd5otGOpnYIgRzt5_rthzkQ0,Cenex KCK's,CLOSED_TEMPORARILY,"399 Cloud Springs Rd, Rossville, GA 30741, USA",34.9634162,-85.252708,"gas_station,point_of_interest,establishment",3.9,54,gas_station,,
ChIJjw11z8uGYIgRdFl6RjdIpU4,Ultimate Car Spa,CLOSED_TEMPORARILY,"9107 Ooltewah Georgetown Rd, Ooltewah, TN 37363, USA",35.175621,-85.02772499999999,"car_wash,gas_station,point_of_interest,establishment",2.7,16,gas_station,,
ChIJnRX9lnJCYIgRwpe-T79ivs4,BP,CLOSED_TEMPORARILY,"209 Lee And Gordon Mill Rd, Chickamauga, GA 30707, USA",34.8830002,-85.2817798,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJt5owkvVmYIgRzkoU_sTgIuE,J J Businesses Inc,CLOSED_TEMPORARILY,"6116 Ringgold Rd, Chattanooga, TN 37412, USA",34.9895607,-85.21342469999999,"convenience_store,gas_station,point_of_interest,food_store,food,store,establishment",3,2,"convenience_store,gas_station",,
ChIJtfbCGCeLYIgRZu7u69Z6JTs,Citgo,CLOSED_TEMPORARILY,"6020 Dayton Blvd, Chattanooga, TN 37415, USA",35.1685717,-85.2581299,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJzyqKQ4x0YIgRSxGh7zogqV4,Kwik Serv 10,CLOSED_TEMPORARILY,"2224 Chattanooga Rd, Dalton, GA 30720, USA",34.797134,-85.006027,"gas_station,point_of_interest,establishment",,,gas_station,,
ChIJ62CldrpfYIgRpxF7bnEqg5I,Chattanooga Concessions at Frost Stadium,CLOSED_TEMPORARILY,"1100 McCallie Ave, Chattanooga, TN 37404, USA",35.0395897,-85.2850965,"food_court,dessert_shop,confectionery,meal_takeaway,american_restaurant,restaurant,point_of_interest,food_store,food,store,establishment",,,"meal_takeaway,restaurant",,
ChIJP_rGfk1nYIgRHmDXkWguo3M,Uncle Curt Curt's Burgers,CLOSED_TEMPORARILY,"Parking, lot 5518 Brainerd Rd, Chattanooga, TN 37411, USA",35.0094973,-85.2186445,"hamburger_restaurant,sandwich_shop,fast_food_restaurant,meal_takeaway,american_restaurant,restaurant,point_of_interest,food,establishment",4.9,38,"meal_takeaway,restaurant",,
ChIJS7sxTFVnYIgRrcqMP7w_kGk,Chattanooga Wing Factory,CLOSED_TEMPORARILY,"2109 McCallie Ave, Chattanooga, TN 37404, USA",35.03492560000001,-85.2714366,"fast_food_restaurant,meal_delivery,food_delivery,meal_takeaway,american_restaurant,restaurant,food,point_of_interest,establishment",4.4,383,"meal_delivery,meal_takeaway,restaurant",,
ChIJZ9FnRVRLYIgRil6kNmAUkOM,Cloud Nine Seasonal Treats,CLOSED_TEMPORARILY,"2089 GA-136, Trenton, GA 30752, USA",34.864067999999996,-85.5504814,"meal_takeaway,restaurant,food,point_of_interest,establishment",5,6,"meal_takeaway,restaurant",,
ChIJlxJJoPZnYIgRHFNWFFm1_gs,Antojitos Las Gemelas,CLOSED_TEMPORARILY,"5806 Ringgold Rd, East Ridge, TN 37412, USA",34.9902818,-85.2204321,"meal_takeaway,restaurant,food,point_of_interest,establishment",4.4,7,"meal_takeaway,restaurant",,
ChIJJQECdgBfYIgRtzhw-BMnlFA,Mad Priest Coffee Roasters,CLOSED_TEMPORARILY,"1200 McCallie Ave, Chattanooga, TN 37404, USA",35.0390935,-85.28403709999999,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",,,"coffee_shop,cafe",,
ChIJhdFI_-HvYIgRiWklkggacIc,Sweet Serenity Cafe,CLOSED_TEMPORARILY,"15507 Rankin Ave Suite B, Dunlap, TN 37327, USA",35.369940299999996,-85.39151799999999,"coffee_shop,bakery,cafe,breakfast_restaurant,dessert_shop,confectionery,food_store,restaurant,food,point_of_interest,store,establishment",4.2,5,"coffee_shop,bakery,cafe,restaurant",,
ChIJXQVEPKYJ9YgRhoI_SmegO9s,Rambo Barbell,CLOSED_TEMPORARILY,"23 Desai Ln, Ringgold, GA 30736, USA",34.982292199999996,-85.18714229999999,"gym,fitness_center,sports_activity_location,point_of_interest,health,establishment",5,14,gym,,
ChIJs-DOZlxcYIgRnVyq2nx1qB8,,CLOSED_TEMPORARILY,"Alabama Ave, Chattanooga, TN 37409, USA",35.0011754,-85.33020440000001,"gym,health,sports_activity_location,point_of_interest,establishment",,,gym,,
ChIJAfp9lBBjYIgRxqW7vX_AbB4,Discount Liquor Store,CLOSED_TEMPORARILY,"7703 Old Lee Hwy, Chattanooga, TN 37421, USA",35.061386999999996,-85.134119,"liquor_store,point_of_interest,store,establishment",4.5,87,liquor_store,,
ChIJ61n6CGdhYIgRabiqUbxtvSY,Waldron Cynthia D,CLOSED_TEMPORARILY,"5901 Shallowford Rd, Chattanooga, TN 37421, USA",35.055983,-85.196985,"pharmacy,health,point_of_interest,store,establishment",,,pharmacy,,
ChIJAUWe-4RhYIgReNjg1Du-ta0,Food City Pharmacy,CLOSED_TEMPORARILY,"4510 TN-58, Chattanooga, TN 37416, USA",35.08398,-85.1976633,"pharmacy,drugstore,point_of_interest,health,store,establishment",3.3,15,pharmacy,,
ChIJMSF90pNjYIgRo3jyvo48vm4,"Jack R. Potter, DPH",CLOSED_TEMPORARILY,"6951 Lee Hwy, Chattanooga, TN 37421, USA",35.044697899999996,-85.164102,"pharmacy,point_of_interest,health,store,establishment",,,pharmacy,,
ChIJcekWUG5kYIgRFJ6eKDhBFbw,Keel Gary R,CLOSED_TEMPORARILY,"1510 Gunbarrel Rd #700, Chattanooga, TN 37421, USA",35.0173898,-85.16142959999999,"pharmacy,health,point_of_interest,store,establishment",,,pharmacy,,
ChIJ08cJXABvYIgRe2zisIGUHHY,El Magueys,CLOSED_TEMPORARILY,"67 Poplar Springs Rd, Ringgold, GA 307362808, USA",34.9051735,-85.13148489999999,"mexican_restaurant,restaurant,point_of_interest,food,establishment",1,1,restaurant,,
ChIJ1W0ZtU75YIgRTTmj8Kb9lWA,Pig On the Run,CLOSED_TEMPORARILY,"14130 TN-28, Whitwell, TN 37397, USA",35.2032872,-85.5132737,"barbecue_restaurant,restaurant,food,point_of_interest,establishment",3,1,restaurant,,
ChIJ1aEOJDX1YIgR9XGN-AVC7Nc,Rob's Restaurant & Lounge,CLOSED_TEMPORARILY,"5308 Dayton Blvd, Chattanooga, TN 37415, USA",35.1470036,-85.27327939999999,"bar_and_grill,bar,restaurant,food,point_of_interest,establishment",4.5,298,"bar,restaurant",,
ChIJ4xlt459DYIgR8bwPVuoHlg0,The Groovy Gourmet,CLOSED_TEMPORARILY,"110 Gordon St, Chickamauga, GA 30707, USA",34.8718589,-85.29103959999999,"restaurant,point_of_interest,food,establishment",4.7,39,restaurant,,
ChIJ5VNORRpfYIgReJhGYoP-rYo,Market Street Nutrition,CLOSED_TEMPORARILY,"850 Market St UNIT 120, Chattanooga, TN 37402, USA",35.0464463,-85.30914109999999,"restaurant,food,point_of_interest,establishment",4.5,8,restaurant,,
ChIJ5yGhautjYIgRVld_oZYeGbU,Gary’s Place,CLOSED_TEMPORARILY,"4827 TN-58, Chattanooga, TN 37416, USA",35.091828299999996,-85.18485020000001,"restaurant,point_of_interest,food,establishment",4.8,6,restaurant,,
ChIJ7z8WL-81YIgRbXWRi6gzVBU,Cornerstone Restaurant,CLOSED_TEMPORARILY,"4356 US-11, Rising Fawn, GA 30738, USA",34.7656049,-85.5325046,"diner,restaurant,point_of_interest,food,establishment",4.6,122,restaurant,,
ChIJ95gfjuV9YIgRzDBxnv39hpA,CrumbleBerry Market,CLOSED_TEMPORARILY,"5008 University Dr, Collegedale, TN 37315, USA",35.049211899999996,-85.04844090000002,"vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food,establishment",4.9,10,restaurant,,
ChIJ9cPXdjldYIgR3qGgJmZp80Q,Taquería Bautista,CLOSED_TEMPORARILY,"1303 E 23rd St, Chattanooga, TN 37404, USA",35.0224268,-85.2913112,"mexican_restaurant,restaurant,point_of_interest,food,establishment",4.5,15,restaurant,,
ChIJA3Aisx5dYIgR45zBQb6HPXU,"Good Eats ""BBQ"" Chattanooga",CLOSED_TEMPORARILY,"1817 Market St, Chattanooga, TN 37408, USA",35.032812199999995,-85.3088367,"barbecue_restaurant,restaurant,food,point_of_interest,establishment",4.7,187,restaurant,,
ChIJDzbOO-uvYYgR9Xpae5OvsnY,South Cedar Artisanal,CLOSED_TEMPORARILY,"310 S Cedar Ave, South Pittsburg, TN 37380, USA",35.011942499999996,-85.7053949,"restaurant,point_of_interest,food,establishment",5,17,restaurant,,
ChIJE5oXvoZnYIgRGb_QB6gcvN0,Level Up Arcade and Billiards,CLOSED_TEMPORARILY,"3801 Ringgold Rd, East Ridge, TN 37412, USA",35.0001472,-85.2568563,"video_arcade,bar_and_grill,bar,amusement_center,restaurant,point_of_interest,food,establishment",3.7,104,"bar,restaurant",,
ChIJE8nWkhhhYIgRwUbfTjeq0f4,Birria King Mobile Cuisine,CLOSED_TEMPORARILY,"1203 Sheridan Ave, Chattanooga, TN 37406, USA",35.0520753,-85.2684233,"restaurant,point_of_interest,food,establishment",5,2,restaurant,,
ChIJFxSTHIdnYIgR-7WahIgXXII,Guacamole,CLOSED_TEMPORARILY,"5600 Brainerd Rd Fc2, Chattanooga, TN 37411, USA",35.0084093,-85.21498249999999,"mexican_restaurant,restaurant,point_of_interest,food,establishment",4.7,25,restaurant,,
ChIJIyW8kpJjYIgRWMTcT-sJMjk,"Chopstix: Vietnamese, Korean, And Boba Tea",CLOSED_TEMPORARILY,"6903 Lee Hwy, Chattanooga, TN 37421, USA",35.0431023,-85.16591489999999,"vietnamese_restaurant,tea_house,korean_restaurant,restaurant,point_of_interest,food,establishment",4.4,1126,restaurant,,
ChIJN-dP44RfYIgRhpyrY03nIO4,The Black Sheep,CLOSED_TEMPORARILY,"101 Market St, Chattanooga, TN 37402, USA",35.0555008,-85.3095295,"bar_and_grill,bar,restaurant,point_of_interest,food,establishment",,,"bar,restaurant",,
ChIJPTlbGHJdYIgRX0-UnllPqrY,Mac's Kitchen & Bar,CLOSED_TEMPORARILY,"1320 Dodds Ave, Chattanooga, TN 37404, USA",35.023302799999996,-85.2684407,"restaurant,point_of_interest,food,establishment",4.8,100,restaurant,,
ChIJPW9Wi3RnYIgR_OEV_K9PaVQ,Belinda Sue's Restaurant,CLOSED_TEMPORARILY,"5600 Brainerd Rd. Ste FC4, Chattanooga, TN 37411, USA",35.0084093,-85.21498249999999,"american_restaurant,restaurant,point_of_interest,food,establishment",4.9,7,restaurant,,
ChIJQ4TH7addYIgRIhahz1DGm1U,The Smoky Gnome - formerly Big Rock Grill,CLOSED_TEMPORARILY,"4-013 001, 1400 Patten Rd, Lookout Mountain, GA 30750, USA",34.973185199999996,-85.35027269999999,"barbecue_restaurant,restaurant,food,point_of_interest,establishment",3.8,161,restaurant,,
ChIJQU0YNzFfYIgRLd1pBPZrQ7I,Bomb Pinoy,CLOSED_TEMPORARILY,"2627 Broad St, Chattanooga, TN 37402, USA",35.0264229,-85.3177726,"sandwich_shop,restaurant,point_of_interest,food,establishment",4.8,23,restaurant,,
ChIJU40DSJ4AYYgR46InT6Nji6k,Mountain Mart,CLOSED_TEMPORARILY,"4351 TN-150, Sequatchie, TN 37374, USA",35.1387727,-85.66114669999999,"american_restaurant,convenience_store,grocery_store,sporting_goods_store,restaurant,point_of_interest,food_store,food,store,establishment",4.7,81,"convenience_store,grocery_store,restaurant",,
ChIJUTroisFzYIgR7uJwM-cOHSs,GRANNY'S KITCHEN,CLOSED_TEMPORARILY,"104 Cottonwood Mill Rd, Tunnel Hill, GA 30755, USA",34.8333789,-85.0455137,"restaurant,point_of_interest,food,establishment",,,restaurant,,
ChIJV5hWR6V9YIgR4aVokcQPBgk,Shane's Rib Shack,CLOSED_TEMPORARILY,"9448 Bradmore Ln, Ooltewah, TN 37363, USA",35.0825467,-85.0558204,"barbecue_restaurant,catering_service,food_delivery,american_restaurant,restaurant,food,point_of_interest,establishment",4.5,965,restaurant,,
ChIJVVqiSMNnYIgR4Uc1g3hDTZA,Hunt Brothers Pizza,CLOSED_TEMPORARILY,"6701 Ringgold Rd, Chattanooga, TN 37412, USA",34.9903686,-85.1988405,"pizza_restaurant,grocery_store,food_store,restaurant,food,point_of_interest,store,establishment",,,"grocery_store,restaurant",,
ChIJWwG_50lfYIgRCBGOzl3nNJc,Plant Power Eatery,CLOSED_TEMPORARILY,"739 Ashland Terrace, Chattanooga, TN 37415, USA",35.116515899999996,-85.2745511,"vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food,establishment",5,11,restaurant,,
ChIJWz_QmwaNYIgRzA_zF2uUATE,Liberty Bell Sandwich Shop,CLOSED_TEMPORARILY,"6849 Prestige Ln, Hixson, TN 37748, USA",35.172964799999995,-85.2079177,"restaurant,point_of_interest,food,establishment",4.2,131,restaurant,,
ChIJYYhPPddzYIgR9ShZOBN6Ccg,La Boveda Cantina and Grill,CLOSED_TEMPORARILY,"3628 Chattanooga Rd, Tunnel Hill, GA 30755, USA",34.845906,-85.04751929999999,"bar_and_grill,dance_hall,event_venue,bar,restaurant,point_of_interest,food,establishment",4.4,191,"bar,restaurant",,
ChIJZ5igV8BmYIgREr0uwp_5GEw,Famous Hotwings & Mexican Cuisine,CLOSED_TEMPORARILY,"5773 Brainerd Rd, Chattanooga, TN 37411, USA",35.0133187,-85.21226539999999,"mexican_restaurant,restaurant,food,point_of_interest,establishment",5,1,restaurant,,
ChIJZYFD_HCJYIgRBZK55KZwjBU,Armando's Restaurant,CLOSED_TEMPORARILY,"7330 Hixson Pike, Hixson, TN 37343, USA",35.170823399999996,-85.1766537,"american_restaurant,restaurant,point_of_interest,food,establishment",4.5,397,restaurant,,
ChIJc3pf8e5fYIgRkfrjVognl1I,Mulberry Kitchen & Bakery,CLOSED_TEMPORARILY,"216 W 8th St #102, Chattanooga, TN 37402, USA",35.046935,-85.3123105,"restaurant,point_of_interest,food,establishment",4.7,13,restaurant,,
ChIJda3VEY1nYIgRRBST50vaPoY,GJ-2 Indian Street Food Chattanooga,CLOSED_TEMPORARILY,"4104 Ringgold Rd, Chattanooga, TN 37412, USA",34.996802800000005,-85.2478817,"indian_restaurant,restaurant,food,point_of_interest,establishment",5,2,restaurant,,
ChIJh4w8OACNYIgRD4gGgi5ILhc,Bre’s On Wheels,CLOSED_TEMPORARILY,"9632 Dayton Pike, Soddy-Daisy, TN 37379, USA",35.2432041,-85.1908112,"hamburger_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",,,restaurant,,
ChIJhT34hD9dYIgRyBNPUhrFb8w,Chef Le'Boze Mobile Bistro,CLOSED_TEMPORARILY,"308 N Howell Ave, Chattanooga, TN 37411, USA",35.0160294,-85.222037,"barbecue_restaurant,catering_service,food_delivery,restaurant,point_of_interest,food,establishment",5,2,restaurant,,
ChIJhb7Y_bxdYIgRH2KBgykZ6Hc,S.T.E.A.M. Cafetetia,CLOSED_TEMPORARILY,"2537 6th Ave, Chattanooga, TN 37407, USA",35.0132664,-85.2808317,"restaurant,point_of_interest,food,establishment",3,1,restaurant,,
ChIJi2EkKACLYIgRDY2nxCk2B58,Hot Diggity Dog's Doghouse,CLOSED_TEMPORARILY,"4717 Hixson Pike, Hixson, TN 37343, USA",35.1250719,-85.2481057,"fast_food_restaurant,restaurant,food,point_of_interest,establishment",5,1,restaurant,,
ChIJjbDMFtJgYIgRjVoCZrj-Ozw,Moss Place Dine In & Take Out,CLOSED_TEMPORARILY,"709 Tunnel Blvd, Chattanooga, TN 37411, USA",35.038359799999995,-85.2403086,"barbecue_restaurant,catering_service,meal_delivery,food_delivery,restaurant,food,point_of_interest,establishment",4.5,11,"meal_delivery,restaurant",,
ChIJnZWSVQBxYIgRCoxf6dP0bTI,Papa J'S,CLOSED_TEMPORARILY,"9536 US-41, Ringgold, GA 30736, USA",34.9115481,-85.0872476,"hamburger_restaurant,american_restaurant,restaurant,point_of_interest,food,establishment",4.6,24,restaurant,,
ChIJofxLFxBnYIgRNIIhaREeW28,Sabor Catracho 1,CLOSED_TEMPORARILY,"3507 Ringgold Rd, East Ridge, TN 37412, USA",35.0041896,-85.25988009999999,"restaurant,point_of_interest,food,establishment",4.3,84,restaurant,,
ChIJqYFFnl6LYIgRIKiLI6rlIRQ,I Heart Mac & Cheese - Hixson,CLOSED_TEMPORARILY,"5513 TN-153 suite 109, Hixson, TN 37343, USA",35.144024699999996,-85.2498904,"american_restaurant,restaurant,point_of_interest,food,establishment",4.4,234,restaurant,,
ChIJtShdnoZeYIgRw2iTjtJq5Qg,West Side Fish & Chicken,CLOSED_TEMPORARILY,"1221 Grove St Ct, Chattanooga, TN 37402, USA",35.043921399999995,-85.3184503,"restaurant,food,point_of_interest,establishment",,,restaurant,,
