place_id,name,business_status,business_address,lat,lng,types,rating,user_ratings_total,keyword,grid_lat,grid_lng
ChIJ41ERJqUvjoAR1hwDca5jWx0,Starbucks,CLOSED_TEMPORARILY,"7026 Santa Teresa Blvd, San Jose, CA 95139, USA",37.226729999999996,-121.77565000000001,"coffee_shop,breakfast_restaurant,internet_cafe,cafe,restaurant,point_of_interest,food_store,food,store,establishment",4.1,283,"coffee_shop,cafe,restaurant",,
ChIJBW4htls0joAR-KDCLaox1YQ,Rubi Kiosk,CLOSED_TEMPORARILY,"2027 Camden Ave, San Jose, CA 95124, USA",37.2626894,-121.9323323,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",,,"coffee_shop,cafe",,
ChIJI-WTBHlBjoARKaMsZc9trj4,Sentinel Cafe,CLOSED_TEMPORARILY,"877 Cedar St, Santa Cruz, CA 95060, USA",36.9740689,-122.0277527,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",5,1,"coffee_shop,cafe",,
ChIJRwFXSHVBjoAR738oYvO_tMc,Perk Coffee Bar at Earth & Marine Sciences,CLOSED_TEMPORARILY,"Red Hill Rd, Santa Cruz, CA 95064, USA",36.9979477,-122.0599438,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",3.9,30,"coffee_shop,cafe",,
ChIJcyCbSdjKj4ARm5xqrWqGbMw,Starbucks,CLOSED_TEMPORARILY,"Orchid Plaza, 804 S Winchester Blvd, San Jose, CA 95128, USA",37.312979999999996,-121.94975,"coffee_shop,internet_cafe,cafe,breakfast_restaurant,restaurant,point_of_interest,food_store,food,store,establishment",4.2,529,"coffee_shop,cafe,restaurant",,
ChIJe6zFYJlLjoAR3NmxVIGR4nU,Sipbie Caffe,CLOSED_TEMPORARILY,"20645 4th St B, Saratoga, CA 95070, USA",37.2577508,-122.03462150000001,"coffee_shop,cafe,point_of_interest,food_store,food,store,establishment",5,3,"coffee_shop,cafe",,
ChIJfabpVhBBjoARUSVns4LWWY0,Rock N Roll Donut Bar,CLOSED_TEMPORARILY,"1335 Pacific Ave, Santa Cruz, CA 95060, USA",36.9739225,-122.0264517,"donut_shop,coffee_shop,cafe,bakery,vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food_store,food,store,establishment",4.8,119,"coffee_shop,cafe,bakery,restaurant",,
ChIJk2qlUBa1j4ARxU4FFV2u3Wo,Berraco Coffee,CLOSED_TEMPORARILY,"19110 Stevens Creek Blvd Unidad A, Cupertino, CA 95014, USA",37.3227493,-122.0067379,"coffee_shop,cafe,food_store,point_of_interest,store,food,establishment",4.2,113,"coffee_shop,cafe",,
ChIJt2NAZ980joAR04JXqr-liwI,Snake & Butterfly,CLOSED_TEMPORARILY,"191 E Campbell Ave, Campbell, CA 95008, USA",37.287192999999995,-121.94687700000001,"chocolate_shop,candy_store,coffee_shop,cafe,ice_cream_shop,dessert_shop,confectionery,point_of_interest,food_store,food,store,establishment",4.4,246,"coffee_shop,cafe",,
ChIJydgfjJlqjoARg4kRi2BXZZc,Loard's Ice Cream,CLOSED_TEMPORARILY,"307 Beach St, Santa Cruz, CA 95060, USA",36.9641215,-122.0208697,"ice_cream_shop,coffee_shop,cafe,dessert_shop,confectionery,food_store,food,point_of_interest,store,establishment",3.6,25,"coffee_shop,cafe",,
ChIJ3-JTOHwVjoARDD54KAr-COM,Adorable French Bakery - Bistro at VinoCruz,CLOSED_TEMPORARILY,"4901 Soquel Dr, Soquel, CA 95073, USA",36.988989,-121.95426499999999,"wine_bar,liquor_store,bakery,bar,restaurant,point_of_interest,food_store,food,store,establishment",4.4,173,"liquor_store,bakery,bar,restaurant",,
ChIJ3fNb8SYujoARoszSpJw-Zpg,Cake Passion by Kanica,CLOSED_TEMPORARILY,"6260 Ceanothus Ln, San Jose, CA 95119, USA",37.240466,-121.79600599999999,"bakery,cafe,dessert_shop,confectionery,food_store,food,point_of_interest,wholesaler,store,establishment",4.8,4,"bakery,cafe",,
ChIJ9dbQ491KjoARsQvEcotcqhA,Minicakes by Tasha,CLOSED_TEMPORARILY,"14410 Big Basin Wy Suite D, Saratoga, CA 95070, USA",37.2585652,-122.03234950000001,"bakery,food_store,food,point_of_interest,wholesaler,store,establishment",4.8,6,bakery,,
ChIJD73vYWsVjoARjDaJTrlJVMM,Starz Cupcakes,CLOSED_TEMPORARILY,"1420 41st Ave, Capitola, CA 95010, USA",36.9712137,-121.96450779999999,"bakery,point_of_interest,food_store,food,store,establishment",5,1,bakery,,
ChIJUw8mEQA1joARJpXAWCYOt2Y,Posh bagel,CLOSED_TEMPORARILY,"2005 Camden Ave, San Jose, CA 95124, USA",37.2623086,-121.9319075,"bakery,point_of_interest,food_store,food,store,establishment",,,bakery,,
ChIJVVVVUB7Lj4ARO7g2axw2iUs,Woops! Macarons (Santa Clara / San Jose Delivery),CLOSED_TEMPORARILY,"1600 Dell Ave, Campbell, CA 95008, USA",37.263011,-121.9557296,"dessert_shop,gift_shop,bakery,confectionery,food_store,restaurant,food,point_of_interest,store,establishment",3.7,3,"bakery,restaurant",,
ChIJVVWVCTkbjoARKxSFKf-snzs,Artisan Hand Food,CLOSED_TEMPORARILY,"412 E Riverside Dr, Corralitos, CA 95076, USA",36.911605,-121.7461209,"bakery,point_of_interest,food_store,food,store,establishment",5,2,bakery,,
ChIJYyWIXyxLjoAR9teE0nzkmKc,Tai Zhan,CLOSED_TEMPORARILY,"14572 Big Basin Wy, Saratoga, CA 95070, USA",37.2561359,-122.0352373,"bakery,food_store,food,point_of_interest,store,establishment",4.8,53,bakery,,
ChIJZ_7jkvrLj4ARwfbThR6unzs,Zeta,CLOSED_TEMPORARILY,"1478 Stockbridge Dr, San Jose, CA 95130, USA",37.2970073,-121.9701062,"bakery,food_store,point_of_interest,store,food,establishment",,,bakery,,
ChIJg7W1QM1AjoARblf-XmrefxM,Loganberry Bakery,CLOSED_TEMPORARILY,"16 Camp Evers Ln, Scotts Valley, CA 95066, USA",37.0470523,-122.0255754,"bakery,food_store,point_of_interest,store,food,establishment",5,2,bakery,,
ChIJty2oEgA1joARAbjTBJWLdg0,Paris Baguette,CLOSED_TEMPORARILY,"2053 Camden Ave, San Jose, CA 95124, USA",37.2627302,-121.93374569999999,"bakery,food_store,food,point_of_interest,store,establishment",,,bakery,,
ChIJuxfZy3YVjoARi4XxTBOUjs8,Just Cake,CLOSED_TEMPORARILY,"712 Capitola Ave, Capitola, CA 95010, USA",36.979657599999996,-121.9527326,"bakery,dessert_shop,confectionery,point_of_interest,food_store,food,store,establishment",4.3,7,bakery,,
ChIJv6qmelcBjoARxDEQid4W9r8,Let Them Eat Cake by Kimmie Kakes and Company,CLOSED_TEMPORARILY,"445 Strawberry Canyon Rd, Royal Oaks, CA 95076, USA",36.8281135,-121.70787809999999,"bakery,dessert_shop,confectionery,wholesaler,point_of_interest,food_store,food,store,establishment",,,bakery,,
ChIJA5mNDGczjoARUM7WRB0ZMKc,New World Computers,CLOSED_TEMPORARILY,"1108 Pine Ave, San Jose, CA 95125, USA",37.2981962,-121.8935037,"electronics_store,point_of_interest,store,establishment",5,1,electronics_store,,
ChIJH2yzTNVBjoAR4Hh6NTpycaM,,CLOSED_TEMPORARILY,"1330 Mission St, Santa Cruz, CA 95060, USA",36.9678477,-122.0387519,"electronics_store,point_of_interest,store,establishment",,,electronics_store,,
ChIJKV6AGq-1j4AR3VI83A0eujo,Leho Communication,CLOSED_TEMPORARILY,"D, 20311 Stevens Creek Blvd, Cupertino, CA 95014, USA",37.323314,-122.02909299999999,"cell_phone_store,electronics_store,telecommunications_service_provider,point_of_interest,store,establishment",4.5,39,electronics_store,,
ChIJOfJhTh9AjoARoGdjOsYwYRU,Rite Aid Photo,CLOSED_TEMPORARILY,"901 Soquel Ave, Santa Cruz, CA 95062, USA",36.9784388,-122.01474970000001,"electronics_store,home_goods_store,point_of_interest,store,establishment",1.7,3,"electronics_store,home_goods_store",,
ChIJWy03Jwo0joARPYUws0fi-Ko,Multiversal Computer Repair,CLOSED_TEMPORARILY,"5031 Rue Calais, San Jose, CA 95136, USA",37.2621845,-121.82882359999999,"electronics_store,point_of_interest,store,establishment",5,1,electronics_store,,
ChIJZdBww-bKj4ARFmhbSNicl-E,Micro Marketing Distribution,CLOSED_TEMPORARILY,"3249 Stevens Creek Blvd #100, San Jose, CA 95117, USA",37.323042699999995,-121.9542124,"electronics_store,point_of_interest,store,establishment",,,electronics_store,,
ChIJdWDLrwY1joAREGMDYGMXNFo,brite-View by Xpike Innovation,CLOSED_TEMPORARILY,"1350 Dell Ave, Campbell, CA 95008, USA",37.266602400000004,-121.9537981,"electronics_store,general_contractor,point_of_interest,store,establishment",,,electronics_store,,
ChIJeyYG1msVjoARqMn8fzg_Hw8,Sears Mall,CLOSED_TEMPORARILY,"4015 Capitola Rd Capitola, Mall, Santa Cruz, CA 95062, USA",36.9750709,-121.96674700000001,"department_store,electronics_store,furniture_store,shoe_store,clothing_store,jewelry_store,home_improvement_store,home_goods_store,point_of_interest,store,establishment",3,75,"department_store,electronics_store,furniture_store,clothing_store,home_goods_store",,
ChIJgexMlR_Lj4ARXybh_SjxqC0,Sony Store,CLOSED_TEMPORARILY,"2855 Stevens Creek Blvd, Santa Clara, CA 95050, USA",37.3263647,-121.9456534,"electronics_store,point_of_interest,store,establishment",4,3,electronics_store,,
